,quality,norm_fixed_acidity,norm_volatile_acidity,norm_citric_acid,norm_residual_sugar,norm_chlorides,norm_free_sulfur_dioxide,norm_total_sulfur_dioxide,norm_density,norm_pH,norm_sulphates,norm_alcohol,red,white
14,1,0.4214876033057851,0.36000000000000004,0.10843373493975904,0.04907975460122699,0.2774086378737542,0.17708333333333334,0.32027649769585254,0.2215153267784848,0.3410852713178295,0.3707865168539326,0.17391304347826075,1,0
15,1,0.4214876033057851,0.36000000000000004,0.11445783132530121,0.05061349693251533,0.2674418604651163,0.1736111111111111,0.3271889400921659,0.2215153267784848,0.3488372093023255,0.39887640449438205,0.17391304347826075,1,0
16,0,0.3884297520661157,0.13333333333333333,0.3373493975903615,0.018404907975460124,0.1378737541528239,0.11805555555555555,0.22350230414746544,0.188741083477925,0.44961240310077505,0.29775280898876405,0.36231884057971014,1,0
17,1,0.3553719008264462,0.32,0.16867469879518074,0.01687116564417178,0.5963455149501661,0.052083333333333336,0.1152073732718894,0.18681318681318645,0.3023255813953487,0.5955056179775281,0.18840579710144936,1,0
18,1,0.2975206611570248,0.34,0.04819277108433735,0.05828220858895706,0.12790697674418602,0.017361111111111112,0.052995391705069124,0.1983805668016178,0.5116279069767441,0.15730337078651688,0.14492753623188406,1,0
19,0,0.33884297520661155,0.16,0.30722891566265065,0.018404907975460124,0.5514950166112957,0.05555555555555555,0.1152073732718894,0.188741083477925,0.2480620155038759,0.4831460674157304,0.17391304347826075,1,0
20,0,0.4214876033057851,0.09333333333333334,0.2891566265060241,0.018404907975460124,0.11295681063122925,0.09722222222222222,0.12442396313364056,0.18681318681318645,0.5193798449612405,0.17415730337078655,0.20289855072463772,1,0
21,1,0.31404958677685946,0.20666666666666667,0.18674698795180725,0.026073619631901836,0.12126245847176077,0.0763888888888889,0.1497695852534562,0.21380374011952843,0.62015503875969,0.2415730337078652,0.24637681159420277,1,0
22,1,0.33884297520661155,0.2333333333333333,0.12650602409638553,0.015337423312883436,0.1611295681063123,0.03125,0.07142857142857142,0.18295739348370935,0.3488372093023255,0.38764044943820225,0.21739130434782608,1,0
23,1,0.3884297520661157,0.2733333333333333,0.06626506024096386,0.026073619631901836,0.12458471760797345,0.027777777777777776,0.14055299539170507,0.18681318681318645,0.3488372093023255,0.17415730337078655,0.20289855072463772,1,0
24,0,0.25619834710743805,0.21333333333333335,0.08433734939759037,0.02760736196319018,0.12624584717607976,0.06944444444444445,0.07834101382488479,0.18681318681318645,0.550387596899225,0.2303370786516854,0.24637681159420277,1,0
25,1,0.20661157024793386,0.20666666666666667,0.0963855421686747,0.012269938650306747,0.1179401993355482,0.034722222222222224,0.03917050691244239,0.16175053017158306,0.4806201550387596,0.19101123595505623,0.18840579710144936,1,0
26,1,0.31404958677685946,0.21999999999999997,0.14457831325301204,0.018404907975460124,0.1179401993355482,0.010416666666666666,0.01152073732718894,0.17524580682475296,0.4341085271317828,0.20786516853932585,0.21739130434782608,1,0
27,1,0.33884297520661155,0.2333333333333333,0.12650602409638553,0.015337423312883436,0.1611295681063123,0.03125,0.07142857142857142,0.18295739348370935,0.3488372093023255,0.38764044943820225,0.21739130434782608,1,0
28,1,0.2727272727272727,0.42,0.0,0.019938650306748462,0.1179401993355482,0.04513888888888889,0.06682027649769585,0.1945247734721407,0.5813953488372094,0.18539325842696633,0.20289855072463772,1,0
29,0,0.33057851239669417,0.3766666666666667,0.0,0.021472392638036807,0.12126245847176077,0.024305555555555556,0.02304147465437788,0.17910160015423007,0.5116279069767441,0.20786516853932585,0.2608695652173914,1,0
30,1,0.2396694214876033,0.3966666666666667,0.042168674698795185,0.02760736196319018,0.13289036544850502,0.05555555555555555,0.17511520737327188,0.16753422016579872,0.4883720930232559,0.17977528089887643,0.30434782608695643,1,0
31,0,0.25619834710743805,0.4033333333333334,0.0,0.029141104294478526,0.159468438538206,0.07291666666666667,0.07142857142857142,0.18295739348370935,0.5736434108527132,0.19662921348314605,0.3768115942028985,1,0
32,1,0.37190082644628103,0.38333333333333336,0.07228915662650602,0.026073619631901836,0.12292358803986714,0.04861111111111111,0.2465437788018433,0.18295739348370935,0.3488372093023255,0.24719101123595508,0.2608695652173914,1,0
33,0,0.25619834710743805,0.35000000000000003,0.07228915662650602,0.1549079754601227,0.10631229235880399,0.13541666666666666,0.1774193548387097,0.2350106034316547,0.5658914728682172,0.16853932584269665,0.20289855072463772,1,0
34,1,0.11570247933884299,0.16,0.15060240963855423,0.018404907975460124,0.15614617940199335,0.041666666666666664,0.10138248847926268,0.16560632350106017,0.5116279069767441,0.18539325842696633,0.17391304347826075,1,0
35,0,0.33057851239669417,0.3766666666666667,0.0,0.07515337423312883,0.12790697674418602,0.013888888888888888,0.027649769585253458,0.2215153267784848,0.5271317829457364,0.18539325842696633,0.23188405797101444,1,0
36,0,0.33057851239669417,0.3466666666666667,0.08433734939759037,0.02760736196319018,0.12790697674418602,0.006944444444444444,0.020737327188940093,0.2003084634663585,0.5426356589147286,0.21348314606741572,0.40579710144927544,1,0
37,0,0.3553719008264462,0.19999999999999998,0.16867469879518074,0.023006134969325152,0.09468438538205981,0.041666666666666664,0.055299539170506916,0.18681318681318645,0.3953488372093023,0.28651685393258425,0.24637681159420277,1,0
38,1,0.15702479338842976,0.6999999999999998,0.05421686746987952,0.013803680981595092,0.2707641196013289,0.020833333333333332,0.029953917050691243,0.13283208020050252,0.6046511627906977,0.14606741573033707,0.2608695652173914,1,0
39,1,0.2892561983471074,0.24666666666666667,0.21686746987951808,0.08128834355828221,0.10797342192691031,0.03819444444444445,0.18663594470046083,0.2060921534605742,0.47286821705426363,0.34269662921348315,0.36231884057971014,1,0
40,1,0.2892561983471074,0.24666666666666667,0.21686746987951808,0.08128834355828221,0.10797342192691031,0.03819444444444445,0.18663594470046083,0.2060921534605742,0.47286821705426363,0.34269662921348315,0.36231884057971014,1,0
41,1,0.4132231404958678,0.35333333333333333,0.18072289156626506,0.03374233128834355,0.1312292358803987,0.05555555555555555,0.09216589861751152,0.20223636013109708,0.4186046511627905,0.16292134831460675,0.18840579710144936,1,0
42,0,0.30578512396694213,0.2733333333333333,0.12048192771084339,0.03067484662576687,0.5365448504983389,0.024305555555555556,0.018433179723502304,0.18681318681318645,0.37984496124031003,0.3820224719101124,0.36231884057971014,1,0
43,1,0.3553719008264462,0.3866666666666667,0.13253012048192772,0.024539877300613498,0.09966777408637875,0.027777777777777776,0.03917050691244239,0.18681318681318645,0.44961240310077505,0.550561797752809,0.3333333333333334,1,0
44,1,0.24793388429752064,0.39333333333333337,0.012048192771084338,0.018404907975460124,0.0681063122923588,0.013888888888888888,0.01152073732718894,0.17524580682475296,0.5891472868217055,0.16853932584269665,0.21739130434782608,1,0
45,1,0.06611570247933882,0.29333333333333333,0.09036144578313253,0.023006134969325152,0.07475083056478407,0.024305555555555556,0.1359447004608295,0.12126470021206691,0.9147286821705427,0.19101123595505623,0.7391304347826086,1,0
46,1,0.32231404958677684,0.5700000000000001,0.25903614457831325,0.024539877300613498,0.17441860465116282,0.07291666666666667,0.2488479262672811,0.1906689801426636,0.4108527131782945,0.28651685393258425,0.17391304347826075,1,0
47,1,0.40495867768595034,0.13999999999999999,0.3132530120481928,0.015337423312883436,0.1727574750830565,0.03819444444444445,0.07142857142857142,0.188741083477925,0.4108527131782945,0.20224719101123595,0.21739130434782608,1,0
48,1,0.21487603305785125,0.21333333333333335,0.13855421686746988,0.015337423312883436,0.09468438538205981,0.013888888888888888,0.013824884792626729,0.16753422016579872,0.4806201550387596,0.19101123595505623,0.17391304347826075,1,0
49,1,0.14876033057851237,0.15333333333333332,0.22289156626506024,0.012269938650306747,0.10797342192691031,0.03819444444444445,0.2073732718894009,0.15982263350684237,0.4651162790697673,0.20224719101123595,0.17391304347826075,1,0
50,1,0.4132231404958678,0.3866666666666667,0.1566265060240964,0.01687116564417178,0.10797342192691031,0.010416666666666666,0.03917050691244239,0.19259687680740215,0.3333333333333332,0.29213483146067415,0.17391304347826075,1,0
51,0,0.2314049586776859,0.29333333333333333,0.024096385542168676,0.024539877300613498,0.09966777408637875,0.024305555555555556,0.020737327188940093,0.1636784268363216,0.5271317829457364,0.2303370786516854,0.20289855072463772,1,0
52,0,0.2314049586776859,0.27999999999999997,0.024096385542168676,0.023006134969325152,0.09800664451827243,0.017361111111111112,0.018433179723502304,0.16175053017158306,0.5193798449612405,0.2359550561797753,0.20289855072463772,1,0
53,1,0.396694214876033,0.19999999999999998,0.21686746987951808,0.03680981595092024,0.1196013289036545,0.10069444444444445,0.26036866359447003,0.1906689801426636,0.37209302325581406,0.19101123595505623,0.20289855072463772,1,0
54,0,0.31404958677685946,0.2866666666666667,0.09036144578313253,0.03374233128834355,0.16777408637873756,0.1111111111111111,0.1543778801843318,0.16175053017158306,0.3488372093023255,0.2303370786516854,0.3188405797101448,1,0
55,1,0.32231404958677684,0.36000000000000004,0.024096385542168676,0.04907975460122699,0.12458471760797345,0.08333333333333333,0.08986175115207373,0.2060921534605742,0.4806201550387596,0.17415730337078655,0.21739130434782608,1,0
56,1,0.5289256198347106,0.22666666666666666,0.3433734939759036,0.042944785276073615,0.10132890365448506,0.010416666666666666,0.009216589861751152,0.19259687680740215,0.2480620155038759,0.2303370786516854,0.23188405797101444,1,0
57,1,0.30578512396694213,0.3666666666666667,0.07228915662650602,0.06901840490797545,0.16943521594684388,0.1701388888888889,0.23963133640552994,0.215731636784267,0.4186046511627905,0.30898876404494385,0.20289855072463772,1,0
58,1,0.33057851239669417,0.34,0.10843373493975904,0.026073619631901836,0.11129568106312293,0.05555555555555555,0.11059907834101383,0.2003084634663585,0.550387596899225,0.20786516853932585,0.2898550724637681,1,0
59,0,0.2892561983471074,0.20666666666666667,0.18674698795180725,0.02760736196319018,0.10797342192691031,0.027777777777777776,0.09216589861751152,0.17524580682475296,0.5348837209302327,0.17977528089887643,0.20289855072463772,1,0
60,1,0.4132231404958678,0.21333333333333335,0.24096385542168677,0.024539877300613498,0.11627906976744187,0.0625,0.10599078341013825,0.2099479467900513,0.5581395348837209,0.2359550561797753,0.17391304347826075,1,0
61,1,0.32231404958677684,0.4066666666666667,0.29518072289156627,0.018404907975460124,0.17607973421926912,0.06597222222222222,0.24423963133640553,0.18681318681318645,0.37984496124031003,0.2752808988764045,0.18840579710144936,1,0
62,0,0.30578512396694213,0.29333333333333333,0.0963855421686747,0.019938650306748462,0.12624584717607976,0.03819444444444445,0.06682027649769585,0.18681318681318645,0.5116279069767441,0.22471910112359553,0.21739130434782608,1,0
63,1,0.2644628099173554,0.4366666666666667,0.030120481927710847,0.021472392638036807,0.1196013289036545,0.041666666666666664,0.11059907834101383,0.18295739348370935,0.5193798449612405,0.19662921348314605,0.2608695652173914,1,0
64,1,0.2809917355371901,0.43,0.030120481927710847,0.06211656441717792,0.12790697674418602,0.010416666666666666,0.01152073732718894,0.17524580682475296,0.5348837209302327,0.0955056179775281,0.4202898550724638,1,0
65,1,0.2809917355371901,0.43,0.030120481927710847,0.06211656441717792,0.12790697674418602,0.010416666666666666,0.01152073732718894,0.17524580682475296,0.5348837209302327,0.0955056179775281,0.4202898550724638,1,0
66,1,0.30578512396694213,0.29333333333333333,0.06626506024096386,0.013803680981595092,0.11627906976744187,0.034722222222222224,0.07603686635944701,0.18681318681318645,0.5426356589147286,0.20224719101123595,0.23188405797101444,1,0
67,1,0.2314049586776859,0.4166666666666667,0.042168674698795185,0.015337423312883436,0.11129568106312293,0.017361111111111112,0.020737327188940093,0.17524580682475296,0.5581395348837209,0.20224719101123595,0.3913043478260868,1,0
68,1,0.4545454545454546,0.16,0.3433734939759036,0.021472392638036807,0.10797342192691031,0.09027777777777778,0.1359447004608295,0.188741083477925,0.4341085271317828,0.3202247191011236,0.3913043478260868,1,0
69,0,0.3471074380165289,0.4166666666666667,0.030120481927710847,0.019938650306748462,0.10797342192691031,0.024305555555555556,0.029953917050691243,0.17524580682475296,0.4806201550387596,0.4101123595505618,0.36231884057971014,1,0
70,0,0.32231404958677684,0.3666666666666667,0.04819277108433735,0.019938650306748462,0.11129568106312293,0.04861111111111111,0.04838709677419355,0.1848852901484479,0.4651162790697673,0.17977528089887643,0.21739130434782608,1,0
71,1,0.32231404958677684,0.39333333333333337,0.13855421686746988,0.023006134969325152,0.1312292358803987,0.05555555555555555,0.2073732718894009,0.17524580682475296,0.4651162790697673,0.14606741573033707,0.21739130434782608,1,0
72,1,0.32231404958677684,0.4066666666666667,0.13253012048192772,0.019938650306748462,0.12458471760797345,0.059027777777777776,0.20276497695852536,0.1733179101600144,0.45736434108527135,0.14606741573033707,0.21739130434782608,1,0
73,1,0.37190082644628103,0.3966666666666667,0.1566265060240964,0.023006134969325152,0.12458471760797345,0.034722222222222224,0.08525345622119816,0.20223636013109708,0.45736434108527135,0.17415730337078655,0.17391304347826075,1,0
74,1,0.48760330578512384,0.16,0.32530120481927716,0.029141104294478526,0.14119601328903653,0.09375,0.1774193548387097,0.21765953344900554,0.4341085271317828,0.33707865168539325,0.23188405797101444,1,0
75,1,0.4132231404958678,0.21999999999999997,0.3855421686746988,0.024539877300613498,0.13953488372093026,0.027777777777777776,0.08294930875576037,0.2215153267784848,0.6356589147286823,0.24719101123595508,0.36231884057971014,1,0
76,1,0.4132231404958678,0.21999999999999997,0.3855421686746988,0.024539877300613498,0.13953488372093026,0.027777777777777776,0.08294930875576037,0.2215153267784848,0.6356589147286823,0.24719101123595508,0.36231884057971014,1,0
77,0,0.24793388429752064,0.47000000000000003,0.0,0.02760736196319018,0.15780730897009967,0.04513888888888889,0.055299539170506916,0.18295739348370935,0.62015503875969,0.18539325842696633,0.3913043478260868,1,0
78,1,0.2396694214876033,0.4466666666666667,0.07228915662650602,0.021472392638036807,0.12790697674418602,0.03819444444444445,0.17050691244239632,0.16753422016579872,0.5116279069767441,0.16853932584269665,0.30434782608695643,1,0
79,1,0.37190082644628103,0.36333333333333334,0.12048192771084339,0.013803680981595092,0.1179401993355482,0.09027777777777778,0.26036866359447003,0.1945247734721407,0.3410852713178295,0.5056179775280899,0.1594202898550724,1,0
80,1,0.19834710743801653,0.24666666666666667,0.12048192771084339,0.015337423312883436,0.09966777408637875,0.006944444444444444,0.020737327188940093,0.16753422016579872,0.5348837209302327,0.19101123595505623,0.17391304347826075,1,0
81,1,0.33057851239669417,0.2333333333333333,0.4216867469879518,0.019938650306748462,0.7558139534883721,0.07291666666666667,0.14055299539170507,0.1983805668016178,0.31782945736434093,0.5955056179775281,0.20289855072463772,1,0
82,1,0.2975206611570248,0.27999999999999997,0.28313253012048195,0.021472392638036807,0.12790697674418602,0.06944444444444445,0.1543778801843318,0.1906689801426636,0.4961240310077518,0.19662921348314605,0.1594202898550724,1,0
83,1,0.2892561983471074,0.39333333333333337,0.1566265060240964,0.018404907975460124,0.6511627906976745,0.052083333333333336,0.10368663594470046,0.188741083477925,0.3410852713178295,0.5168539325842696,0.20289855072463772,1,0
84,0,0.20661157024793386,0.14666666666666664,0.2891566265060241,0.018404907975460124,0.09966777408637875,0.059027777777777776,0.12672811059907835,0.1694621168305373,0.5581395348837209,0.31460674157303375,0.3333333333333334,1,0
85,1,0.25619834710743805,0.31333333333333335,0.09036144578313253,0.024539877300613498,0.11129568106312293,0.0625,0.07834101382488479,0.1733179101600144,0.5348837209302327,0.20786516853932585,0.30434782608695643,1,0
86,0,0.396694214876033,0.2733333333333333,0.16867469879518074,0.019938650306748462,0.16777408637873756,0.06597222222222222,0.2995391705069124,0.1945247734721407,0.16279069767441862,0.9719101123595505,0.27536231884057977,1,0
87,1,0.32231404958677684,0.2733333333333333,0.1566265060240964,0.019938650306748462,0.08803986710963455,0.027777777777777776,0.0576036866359447,0.18295739348370935,0.5193798449612405,0.2359550561797753,0.23188405797101444,1,0
88,1,0.4545454545454546,0.20666666666666667,0.26506024096385544,0.023006134969325152,0.16279069767441862,0.11458333333333333,0.27419354838709675,0.2060921534605742,0.32558139534883723,0.5617977528089888,0.21739130434782608,1,0
89,1,0.2644628099173554,0.36000000000000004,0.04819277108433735,0.018404907975460124,0.11129568106312293,0.024305555555555556,0.041474654377880185,0.2060921534605742,0.5891472868217055,0.17415730337078655,0.14492753623188406,1,0
90,1,0.33884297520661155,0.29333333333333333,0.1566265060240964,0.019938650306748462,0.11627906976744187,0.1423611111111111,0.3087557603686636,0.17910160015423007,0.3953488372093023,0.17977528089887643,0.21739130434782608,1,0
91,0,0.396694214876033,0.2733333333333333,0.16867469879518074,0.019938650306748462,0.16777408637873756,0.06597222222222222,0.2995391705069124,0.1945247734721407,0.16279069767441862,0.9719101123595505,0.27536231884057977,1,0
92,1,0.396694214876033,0.2733333333333333,0.1746987951807229,0.021472392638036807,0.16777408637873756,0.0625,0.2926267281105991,0.1945247734721407,0.16279069767441862,0.9887640449438202,0.2608695652173914,1,0
93,1,0.32231404958677684,0.2733333333333333,0.1566265060240964,0.019938650306748462,0.08803986710963455,0.027777777777777776,0.0576036866359447,0.18295739348370935,0.5193798449612405,0.2359550561797753,0.23188405797101444,1,0
94,1,0.09917355371900827,0.6266666666666667,0.024096385542168676,0.012269938650306747,0.05980066445182724,0.1388888888888889,0.18202764976958524,0.12897628687102328,0.7984496124031009,0.14606741573033707,0.36231884057971014,1,0
95,0,0.07438016528925621,0.3466666666666667,0.10240963855421688,0.026073619631901836,0.0813953488372093,0.05555555555555555,0.2304147465437788,0.11740890688258979,0.8759689922480622,0.21348314606741572,0.7101449275362319,1,0
96,1,0.24793388429752064,0.4633333333333334,0.0,0.03680981595092024,0.15448504983388706,0.024305555555555556,0.03917050691244239,0.1810294968189708,0.5658914728682172,0.19101123595505623,0.3913043478260868,1,0
97,1,0.2644628099173554,0.27999999999999997,0.15060240963855423,0.021472392638036807,0.10132890365448506,0.006944444444444444,0.03686635944700461,0.17717370348949152,0.4108527131782945,0.2303370786516854,0.17391304347826075,1,0
98,1,0.31404958677685946,0.5466666666666667,0.03614457831325301,0.029141104294478526,0.11627906976744187,0.013888888888888888,0.009216589861751152,0.1848852901484479,0.5193798449612405,0.19101123595505623,0.2608695652173914,1,0
99,0,0.3553719008264462,0.31,0.10843373493975904,0.019938650306748462,0.1179401993355482,0.041666666666666664,0.06682027649769585,0.1945247734721407,0.44961240310077505,0.20786516853932585,0.14492753623188406,1,0
100,0,0.37190082644628103,0.35333333333333333,0.18072289156626506,0.023006134969325152,0.12458471760797345,0.034722222222222224,0.10138248847926268,0.1945247734721407,0.5271317829457364,0.21910112359550563,0.3188405797101448,1,0
101,0,0.33057851239669417,0.27999999999999997,0.18072289156626506,0.019938650306748462,0.10963455149501662,0.024305555555555556,0.03686635944700461,0.1694621168305373,0.45736434108527135,0.19101123595505623,0.3478260869565218,1,0
102,0,0.3553719008264462,0.31,0.10843373493975904,0.019938650306748462,0.1179401993355482,0.041666666666666664,0.06682027649769585,0.1945247734721407,0.44961240310077505,0.20786516853932585,0.14492753623188406,1,0
103,1,0.3553719008264462,0.32999999999999996,0.13253012048192772,0.023006134969325152,0.11295681063122925,0.03819444444444445,0.1359447004608295,0.1848852901484479,0.4418604651162791,0.16292134831460675,0.17391304347826075,1,0
104,1,0.2809917355371901,0.2733333333333333,0.14457831325301204,0.024539877300613498,0.10132890365448506,0.013888888888888888,0.06912442396313365,0.17139001349527586,0.47286821705426363,0.14606741573033707,0.20289855072463772,1,0
105,1,0.3553719008264462,0.32999999999999996,0.13253012048192772,0.023006134969325152,0.11295681063122925,0.03819444444444445,0.1359447004608295,0.1848852901484479,0.4418604651162791,0.16292134831460675,0.17391304347826075,1,0
106,1,0.33057851239669417,0.21999999999999997,0.4096385542168675,0.01687116564417178,0.7607973421926911,0.059027777777777776,0.14516129032258066,0.19645267013687925,0.27906976744186046,0.6123595505617978,0.18840579710144936,1,0
107,1,0.19834710743801653,0.3666666666666667,0.18674698795180725,0.01687116564417178,0.1312292358803987,0.04861111111111111,0.1336405529953917,0.188741083477925,0.5736434108527132,0.3202247191011236,0.18840579710144936,1,0
108,0,0.3471074380165289,0.16666666666666666,0.31927710843373497,0.029141104294478526,0.13621262458471758,0.059027777777777776,0.17050691244239632,0.20223636013109708,0.5038759689922482,0.3258426966292135,0.23188405797101444,1,0
109,1,0.3553719008264462,0.47000000000000003,0.3132530120481928,0.021472392638036807,0.18770764119601327,0.125,0.3387096774193548,0.188741083477925,0.37984496124031003,0.2640449438202247,0.18840579710144936,1,0
110,1,0.33057851239669417,0.32,0.11445783132530121,0.018404907975460124,0.15780730897009967,0.03819444444444445,0.0944700460829493,0.17910160015423007,0.36434108527131776,0.39887640449438205,0.21739130434782608,1,0
111,1,0.38016528925619836,0.36000000000000004,0.05421686746987952,0.024539877300613498,0.12458471760797345,0.034722222222222224,0.2350230414746544,0.17910160015423007,0.3333333333333332,0.24719101123595508,0.2608695652173914,1,0
112,1,0.38016528925619836,0.3466666666666667,0.06024096385542169,0.024539877300613498,0.12624584717607976,0.04513888888888889,0.24193548387096775,0.17910160015423007,0.3333333333333332,0.24719101123595508,0.2608695652173914,1,0
113,0,0.5206611570247933,0.15333333333333332,0.26506024096385544,0.026073619631901836,0.1179401993355482,0.07291666666666667,0.09216589861751152,0.22537112010796193,0.4651162790697673,0.25280898876404495,0.24637681159420277,1,0
114,1,0.33057851239669417,0.32,0.11445783132530121,0.018404907975460124,0.15780730897009967,0.03819444444444445,0.0944700460829493,0.17910160015423007,0.36434108527131776,0.39887640449438205,0.21739130434782608,1,0
115,0,0.4628099173553719,0.21333333333333335,0.18674698795180725,0.024539877300613498,0.1345514950166113,0.041666666666666664,0.12903225806451613,0.18295739348370935,0.27131782945736416,0.2303370786516854,0.36231884057971014,1,0
116,0,0.37190082644628103,0.3066666666666667,0.16867469879518074,0.019938650306748462,0.11295681063122925,0.034722222222222224,0.07834101382488479,0.2060921534605742,0.5193798449612405,0.21910112359550563,0.2898550724637681,1,0
117,0,0.33057851239669417,0.32,0.07228915662650602,0.021472392638036807,0.12126245847176077,0.020833333333333332,0.05069124423963134,0.1906689801426636,0.5038759689922482,0.15730337078651688,0.20289855072463772,1,0
118,0,0.4132231404958678,0.31333333333333335,0.024096385542168676,0.024539877300613498,0.18272425249169438,0.04513888888888889,0.1152073732718894,0.17524580682475296,0.37984496124031003,0.21348314606741572,0.4202898550724638,1,0
119,0,0.2644628099173554,0.4066666666666667,0.04819277108433735,0.018404907975460124,0.14617940199335547,0.07291666666666667,0.1912442396313364,0.1694621168305373,0.4806201550387596,0.17977528089887643,0.17391304347826075,1,0
120,1,0.2892561983471074,0.66,0.05421686746987952,0.01687116564417178,0.2807308970099668,0.03125,0.1912442396313364,0.17524580682475296,0.44961240310077505,0.19662921348314605,0.14492753623188406,1,0
121,0,0.4132231404958678,0.31333333333333335,0.024096385542168676,0.024539877300613498,0.18272425249169438,0.04513888888888889,0.1152073732718894,0.17524580682475296,0.37984496124031003,0.21348314606741572,0.4202898550724638,1,0
122,1,0.2892561983471074,0.41,0.0,0.029141104294478526,0.10963455149501662,0.006944444444444444,0.016129032258064516,0.2099479467900513,0.5968992248062017,0.16853932584269665,0.17391304347826075,1,0
123,1,0.3471074380165289,0.42,0.0,0.03067484662576687,0.1179401993355482,0.034722222222222224,0.06451612903225806,0.20223636013109708,0.5581395348837209,0.17415730337078655,0.21739130434782608,1,0
124,1,0.33057851239669417,0.27999999999999997,0.10240963855421688,0.015337423312883436,0.12126245847176077,0.06944444444444445,0.22119815668202766,0.17139001349527586,0.5193798449612405,0.14606741573033707,0.21739130434782608,1,0
125,1,0.42975206611570244,0.36000000000000004,0.024096385542168676,0.019938650306748462,0.22757475083056478,0.09027777777777778,0.1935483870967742,0.21765953344900554,0.3410852713178295,0.2696629213483146,0.20289855072463772,1,0
126,1,0.36363636363636354,0.8333333333333334,0.0,0.01687116564417178,0.1196013289036545,0.006944444444444444,0.013824884792626729,0.17910160015423007,0.6279069767441859,0.15168539325842698,0.4202898550724638,1,0
127,1,0.3553719008264462,0.8333333333333334,0.0,0.018404907975460124,0.12126245847176077,0.006944444444444444,0.013824884792626729,0.17910160015423007,0.6356589147286823,0.14606741573033707,0.4202898550724638,1,0
128,0,0.3471074380165289,0.34,0.0963855421686747,0.018404907975460124,0.09302325581395349,0.006944444444444444,0.02304147465437788,0.17524580682475296,0.5426356589147286,0.39325842696629215,0.36231884057971014,1,0
129,1,0.19008264462809912,0.19999999999999998,0.09036144578313253,0.018404907975460124,0.10465116279069768,0.017361111111111112,0.029953917050691243,0.16175053017158306,0.5426356589147286,0.19662921348314605,0.20289855072463772,1,0
